assertion_id,gene_id,gene_symbol,gene_aliases,stable_id,species,species_common_name,major_cell_type,cell_subtype,cell_type,ontology_id,marker_direction,tissue,condition,developmental_stage,assay,confidence,bbsr_verified,submitter,notes,evidence_count,source_titles,source_identifiers,source_url,source_links,updated_at
230,185,AKR1C3,"[DDX, HAKRB, HSD17B5, KIAA0119, PGFS]",,Homo sapiens,human,Acinar cells,,Acinar cells,"",positive,Pancreas,"","",PanglaoDB curation,high,false,,Product: aldo-keto reductase family 1 member C3 | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.007,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
252,207,ALDOB,,,Homo sapiens,human,Acinar cells,,Acinar cells,"",positive,Pancreas,"","",PanglaoDB curation,high,false,,"Product: aldolase, fructose-bisphosphate B | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.031",1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
191,146,AMY2B,,,Homo sapiens,human,Acinar cells,,Acinar cells,"",positive,Pancreas,"","",PanglaoDB curation,high,false,,"Product: amylase, alpha 2B (pancreatic) | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.003",1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
250,205,ANGPTL4,"[ARP4, FIAF, HFARP, PGAR, pp1158]",,Homo sapiens,human,Acinar cells,,Acinar cells,"",positive,Pancreas,"","",PanglaoDB curation,high,false,,Product: angiopoietin like 4 | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.031,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
247,202,ANPEP,"[CD13, PEPN, gp150]",,Homo sapiens,human,Acinar cells,,Acinar cells,"",positive,Pancreas,"","",PanglaoDB curation,high,false,,"Product: alanyl aminopeptidase, membrane | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.015",1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
227,182,C15ORF48,"[MIR147BHG, NMES1]",,Homo sapiens,human,Acinar cells,,Acinar cells,"",positive,Pancreas,"","",PanglaoDB curation,high,false,,Product: chromosome 15 open reading frame 48 | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.018,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
179,134,CEL,"[BSSL, MODY8]",,Homo sapiens,human,Acinar cells,,Acinar cells,"",positive,Pancreas,"","",PanglaoDB curation,high,false,,Product: carboxyl ester lipase | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.002,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
186,141,CELA1,[ELA1],,Homo sapiens,human,Acinar cells,,Acinar cells,"",positive,Pancreas,"","",PanglaoDB curation,high,false,,Product: chymotrypsin like elastase family member 1 | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.017,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
181,136,CELA2A,[ELA2A],,Homo sapiens,human,Acinar cells,,Acinar cells,"",positive,Pancreas,"","",PanglaoDB curation,high,false,,Product: chymotrypsin like elastase family member 2A | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.005,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
170,125,CELA3A,"[ELA3, ELA3A]",,Homo sapiens,human,Acinar cells,,Acinar cells,"",positive,Pancreas,"","",PanglaoDB curation,high,false,,Product: chymotrypsin like elastase family member 3A | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.001,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
197,152,CELA3B,"[CBPP, ELA3B]",,Homo sapiens,human,Acinar cells,,Acinar cells,"",positive,Pancreas,"","",PanglaoDB curation,high,false,,Product: chymotrypsin like elastase family member 3B | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.007,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
221,176,CFB,"[BF, BFD, H2-Bf]",,Homo sapiens,human,Acinar cells,,Acinar cells,"",positive,Pancreas,"","",PanglaoDB curation,high,false,,Product: complement factor B | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.001,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
206,161,CLPS,,,Homo sapiens,human,Acinar cells,,Acinar cells,"",positive,Pancreas,"","",PanglaoDB curation,high,false,,Product: colipase | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.021,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
195,150,CPA1,[CPA],,Homo sapiens,human,Acinar cells,,Acinar cells,"",positive,Pancreas,"","",PanglaoDB curation,high,false,,Product: carboxypeptidase A1 | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.006,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
193,148,CPA2,,,Homo sapiens,human,Acinar cells,,Acinar cells,"",positive,Pancreas,"","",PanglaoDB curation,high,false,,Product: carboxypeptidase A2 | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.004,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
184,139,CPB1,,,Homo sapiens,human,Acinar cells,,Acinar cells,"",positive,Pancreas,"","",PanglaoDB curation,high,false,,Product: carboxypeptidase B1 | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.005,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
161,116,CTRB1,[CTRB],,Homo sapiens,human,Acinar cells,,Acinar cells,"",positive,Pancreas,"","",PanglaoDB curation,high,false,,Product: chymotrypsinogen B1 | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.017,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
201,156,CTRB2,,,Homo sapiens,human,Acinar cells,,Acinar cells,"",positive,Pancreas,"","",PanglaoDB curation,high,false,,Product: chymotrypsinogen B2 | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.001,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
213,168,CTRC,"[CLCR, ELA4]",,Homo sapiens,human,Acinar cells,,Acinar cells,"",positive,Pancreas,"","",PanglaoDB curation,high,false,,Product: chymotrypsin C | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.003,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
241,196,CXCL17,"[Dcip1, UNQ473, VCC1]",,Homo sapiens,human,Acinar cells,,Acinar cells,"",positive,Pancreas,"","",PanglaoDB curation,high,false,,Product: C-X-C motif chemokine ligand 17 | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.007,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
228,183,DUOXA2,,,Homo sapiens,human,Acinar cells,,Acinar cells,"",positive,Pancreas,"","",PanglaoDB curation,high,false,,Product: dual oxidase maturation factor 2 | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
223,178,GDF15,"[MIC-1, NAG-1, PDF, PLAB, PTGFB]",,Homo sapiens,human,Acinar cells,,Acinar cells,"",positive,Pancreas,"","",PanglaoDB curation,high,false,,Product: growth differentiation factor 15 | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.014,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
233,188,GSTA1,,,Homo sapiens,human,Acinar cells,,Acinar cells,"",positive,Pancreas,"","",PanglaoDB curation,high,false,,Product: glutathione S-transferase alpha 1 | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.012,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
245,200,GSTA2,[GST2],,Homo sapiens,human,Acinar cells,,Acinar cells,"",positive,Pancreas,"","",PanglaoDB curation,high,false,,Product: glutathione S-transferase alpha 2 | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.007,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
163,118,KLK1,[Klk6],,Homo sapiens,human,Acinar cells,,Acinar cells,"",positive,Pancreas,"","",PanglaoDB curation,high,false,,Product: kallikrein 1 | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.013,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
235,190,LGALS2,[HL14],,Homo sapiens,human,Acinar cells,,Acinar cells,"",positive,Pancreas,"","",PanglaoDB curation,high,false,,Product: galectin 2 | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.032,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
249,204,LYZ,,,Homo sapiens,human,Acinar cells,,Acinar cells,"",positive,Pancreas,"","",PanglaoDB curation,high,false,,Product: lysozyme | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.008,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
225,180,MUC1,"[ADMCKD, ADMCKD1, CD227, MCKD, MCKD1, PEM]",,Homo sapiens,human,Acinar cells,,Acinar cells,"",positive,Pancreas,"","",PanglaoDB curation,high,false,,"Product: mucin 1, cell surface associated | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.016",1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
231,186,OLFM4,"[GW112, OlfD]",,Homo sapiens,human,Acinar cells,,Acinar cells,"",positive,Pancreas,"","",PanglaoDB curation,high,false,,Product: olfactomedin 4 | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.013,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
237,192,PDZK1IP1,"[DD96, MAP17, SPAP]",,Homo sapiens,human,Acinar cells,,Acinar cells,"",positive,Pancreas,"","",PanglaoDB curation,high,false,,Product: PDZK1 interacting protein 1 | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.025,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
202,157,PLA2G1B,"[PLA2, PLA2A, PPLA2]",,Homo sapiens,human,Acinar cells,,Acinar cells,"",positive,Pancreas,"","",PanglaoDB curation,high,false,,Product: phospholipase A2 group IB | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.007,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
199,154,PNLIP,,,Homo sapiens,human,Acinar cells,,Acinar cells,"",positive,Pancreas,"","",PanglaoDB curation,high,false,,Product: pancreatic lipase | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.005,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
211,166,PNLIPRP1,[PLRP1],,Homo sapiens,human,Acinar cells,,Acinar cells,"",positive,Pancreas,"","",PanglaoDB curation,high,false,,Product: pancreatic lipase related protein 1 | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.008,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
172,127,PRSS1,[TRY1],,Homo sapiens,human,Acinar cells,,Acinar cells,"",positive,Pancreas,"","",PanglaoDB curation,high,false,,Product: serine protease 1 | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.002,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
204,159,PRSS2,[TRY2],,Homo sapiens,human,Acinar cells,,Acinar cells,"",positive,Pancreas,"","",PanglaoDB curation,high,false,,Product: serine protease 2 | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.01,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
218,173,PRSS3,"[PRSS4, TRY4]",,Homo sapiens,human,Acinar cells,,Acinar cells,"",positive,Pancreas,"","",PanglaoDB curation,high,false,,Product: serine protease 3 | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.006,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
167,122,PTF1A,"[PTF1-p48, bHLHa29]",,Homo sapiens,human,Acinar cells,,Acinar cells,"",positive,Pancreas,"","",PanglaoDB curation,high,false,,Product: pancreas associated transcription factor 1a | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.001,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
239,194,RARRES2,"[HP10433, TIG2]",,Homo sapiens,human,Acinar cells,,Acinar cells,"",positive,Pancreas,"","",PanglaoDB curation,high,false,,Product: retinoic acid receptor responder 2 | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.03,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
165,120,RBPJL,"[RBP-L, RBPSUHL, SUHL]",,Homo sapiens,human,Acinar cells,,Acinar cells,"",positive,Pancreas,"","",PanglaoDB curation,high,false,,Product: recombination signal binding protein for immunoglobulin kappa J region like | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.001,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
208,163,REG1A,"[PSPS, PSPS1, REG]",,Homo sapiens,human,Acinar cells,,Acinar cells,"",positive,Pancreas,"","",PanglaoDB curation,high,false,,Product: regenerating family member 1 alpha | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.005,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
220,175,REG1B,"[PSPS2, REGH, REGI-BETA]",,Homo sapiens,human,Acinar cells,,Acinar cells,"",positive,Pancreas,"","",PanglaoDB curation,high,false,,Product: regenerating family member 1 beta | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.002,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
215,170,REG3A,"[PBCGF, REG-III, REG3]",,Homo sapiens,human,Acinar cells,,Acinar cells,"",positive,Pancreas,"","",PanglaoDB curation,high,false,,Product: regenerating family member 3 alpha | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.005,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
189,144,RNASE1,"[RAC1, RNS1]",,Homo sapiens,human,Acinar cells,,Acinar cells,"",positive,Pancreas,"","",PanglaoDB curation,high,false,,"Product: ribonuclease A family member 1, pancreatic | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.022",1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
217,172,SERPINA3,[AACT],,Homo sapiens,human,Acinar cells,,Acinar cells,"",positive,Pancreas,"","",PanglaoDB curation,high,false,,Product: serpin family A member 3 | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
175,130,SPINK1,"[PCTT, PSTI, Spink3, TATI]",,Homo sapiens,human,Acinar cells,,Acinar cells,"",positive,Pancreas,"","",PanglaoDB curation,high,false,,"Product: serine peptidase inhibitor, Kazal type 1 | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.029",1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
209,164,SYCN,"[FLJ27441, INSSA1, SYL]",,Homo sapiens,human,Acinar cells,,Acinar cells,"",positive,Pancreas,"","",PanglaoDB curation,high,false,,Product: syncollin | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.008,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
243,198,UBD,[FAT10],,Homo sapiens,human,Acinar cells,,Acinar cells,"",positive,Pancreas,"","",PanglaoDB curation,high,false,,Product: ubiquitin D | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
177,132,ZG16,"[JCLN, JCLN1, ZG16A, hZG16]",,Homo sapiens,human,Acinar cells,,Acinar cells,"",positive,Pancreas,"","",PanglaoDB curation,high,false,,Product: zymogen granule protein 16 | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.013,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
254,209,CEBPA,"[C/EBP-alpha, CEBP]",,Homo sapiens,human,Adipocyte progenitor cells,,Adipocyte progenitor cells,"",positive,Connective tissue,"","",PanglaoDB curation,moderate,false,,Product: CCAAT enhancer binding protein alpha | Gene type: protein-coding gene | Germ layer: Mesoderm | Ubiquitousness index: 0.025,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
295,249,EBF2,"[COE2, FLJ11500]",,Homo sapiens,human,Adipocyte progenitor cells,,Adipocyte progenitor cells,"",positive,Connective tissue,"","",PanglaoDB curation,high,false,,Product: early B cell factor 2 | Gene type: protein-coding gene | Germ layer: Mesoderm | Ubiquitousness index: 0.006,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
256,211,EGFR,"[ERBB, ERBB1]",,Homo sapiens,human,Adipocyte progenitor cells,,Adipocyte progenitor cells,"",positive,Connective tissue,"","",PanglaoDB curation,moderate,false,,Product: epidermal growth factor receptor | Gene type: protein-coding gene | Germ layer: Mesoderm | Ubiquitousness index: 0.014,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
258,213,FGF10,,,Homo sapiens,human,Adipocyte progenitor cells,,Adipocyte progenitor cells,"",positive,Connective tissue,"","",PanglaoDB curation,high,false,,Product: fibroblast growth factor 10 | Gene type: protein-coding gene | Germ layer: Mesoderm | Ubiquitousness index: 0.001,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
268,222,GATA3,[HDR],,Homo sapiens,human,Adipocyte progenitor cells,,Adipocyte progenitor cells,"",positive,Connective tissue,"","",PanglaoDB curation,moderate,false,,Product: GATA binding protein 3 | Gene type: protein-coding gene | Germ layer: Mesoderm | Ubiquitousness index: 0.03,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
270,224,GLI1,[GLI],,Homo sapiens,human,Adipocyte progenitor cells,,Adipocyte progenitor cells,"",positive,Connective tissue,"","",PanglaoDB curation,moderate,false,,Product: GLI family zinc finger 1 | Gene type: protein-coding gene | Germ layer: Mesoderm | Ubiquitousness index: 0,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
260,215,GSC,,,Homo sapiens,human,Adipocyte progenitor cells,,Adipocyte progenitor cells,"",positive,Connective tissue,"","",PanglaoDB curation,moderate,false,,Product: goosecoid homeobox | Gene type: protein-coding gene | Germ layer: Mesoderm | Ubiquitousness index: 0.001,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
