assertion_id,gene_id,gene_symbol,gene_aliases,stable_id,species,species_common_name,major_cell_type,cell_subtype,cell_type,ontology_id,marker_direction,tissue,condition,developmental_stage,assay,confidence,bbsr_verified,submitter,notes,evidence_count,source_titles,source_identifiers,source_url,source_links,updated_at
9287,5437,OSR1,,,Homo sapiens,human,Mesothelial cells,,Mesothelial cells,"",positive,Epithelium,"","",PanglaoDB curation,moderate,false,,Product: odd-skipped related transciption factor 1 | Gene type: protein-coding gene | Germ layer: Mesoderm | Ubiquitousness index: 0.011,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
9267,3792,PCSK6,"[PACE4, SPC4]",,Homo sapiens,human,Mesothelial cells,,Mesothelial cells,"",positive,Epithelium,"","",PanglaoDB curation,moderate,false,,Product: proprotein convertase subtilisin/kexin type 6 | Gene type: protein-coding gene | Germ layer: Mesoderm | Ubiquitousness index: 0.007,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
9241,6133,PKHD1L1,,,Homo sapiens,human,Mesothelial cells,,Mesothelial cells,"",positive,Epithelium,"","",PanglaoDB curation,moderate,false,,Product: PKHD1 like 1 | Gene type: protein-coding gene | Germ layer: Mesoderm | Ubiquitousness index: 0.001,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
9298,5565,PTGS2,,,Homo sapiens,human,Mesothelial cells,,Mesothelial cells,"",positive,Epithelium,"","",PanglaoDB curation,moderate,false,,Product: prostaglandin-endoperoxide synthase 2 | Gene type: protein-coding gene | Germ layer: Mesoderm | Ubiquitousness index: 0.009,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
9315,194,RARRES2,"[HP10433, TIG2]",,Homo sapiens,human,Mesothelial cells,,Mesothelial cells,"",positive,Epithelium,"","",PanglaoDB curation,moderate,false,,Product: retinoic acid receptor responder 2 | Gene type: protein-coding gene | Germ layer: Mesoderm | Ubiquitousness index: 0.03,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
9257,6143,RASL11A,,,Homo sapiens,human,Mesothelial cells,,Mesothelial cells,"",positive,Epithelium,"","",PanglaoDB curation,moderate,false,,Product: RAS like family 11 member A | Gene type: protein-coding gene | Germ layer: Mesoderm | Ubiquitousness index: 0.012,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
9271,2791,RND1,"[ARHS, RHOS, Rho6]",,Homo sapiens,human,Mesothelial cells,,Mesothelial cells,"",positive,Epithelium,"","",PanglaoDB curation,moderate,false,,Product: Rho family GTPase 1 | Gene type: protein-coding gene | Germ layer: Mesoderm | Ubiquitousness index: 0.007,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
9313,6161,RSPO1,"[FLJ40906, RSPONDIN]",,Homo sapiens,human,Mesothelial cells,,Mesothelial cells,"",positive,Epithelium,"","",PanglaoDB curation,high,false,,Product: R-spondin 1 | Gene type: protein-coding gene | Germ layer: Mesoderm | Ubiquitousness index: 0.007,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
9251,6139,ST3GAL1,"[SIAT4A, SIATFL, ST3GalA.1, ST3O]",,Homo sapiens,human,Mesothelial cells,,Mesothelial cells,"",positive,Epithelium,"","",PanglaoDB curation,moderate,false,,"Product: ST3 beta-galactoside alpha-2,3-sialyltransferase 1 | Gene type: protein-coding gene | Germ layer: Mesoderm | Ubiquitousness index: 0.013",1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
9243,3050,SULF1,"[KIAA1077, SULF-1, hSulf-1]",,Homo sapiens,human,Mesothelial cells,,Mesothelial cells,"",positive,Epithelium,"","",PanglaoDB curation,moderate,false,,Product: sulfatase 1 | Gene type: protein-coding gene | Germ layer: Mesoderm | Ubiquitousness index: 0.013,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
9228,2683,THBD,[CD141],,Homo sapiens,human,Mesothelial cells,,Mesothelial cells,"",positive,Epithelium,"","",PanglaoDB curation,moderate,false,,Product: thrombomodulin | Gene type: protein-coding gene | Germ layer: Mesoderm | Ubiquitousness index: 0.022,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
9289,6150,TWSG1,[TSG],,Homo sapiens,human,Mesothelial cells,,Mesothelial cells,"",positive,Epithelium,"","",PanglaoDB curation,moderate,false,,Product: twisted gastrulation BMP signaling modulator 1 | Gene type: protein-coding gene | Germ layer: Mesoderm | Ubiquitousness index: 0.02,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
9230,232,WT1,"[AWT1, GUD, NPHS4, WIT-2]",,Homo sapiens,human,Mesothelial cells,,Mesothelial cells,"",positive,Epithelium,"","",PanglaoDB curation,moderate,false,,Product: Wilms tumor 1 | Gene type: protein-coding gene | Germ layer: Mesoderm | Ubiquitousness index: 0.01,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
9360,2140,AHR,[bHLHe76],,Homo sapiens,human,Microfold cells,,Microfold cells,"",positive,GI tract,"","",PanglaoDB curation,high,false,,Product: aryl hydrocarbon receptor | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.007,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
9326,6163,ANXA5,"[ANX5, ENX2]",,Homo sapiens,human,Microfold cells,,Microfold cells,"",positive,GI tract,"","",PanglaoDB curation,high,false,,Product: annexin A5 | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.299,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
9339,3728,CCL20,"[CKb4, LARC, MIP-3a, SCYA20, ST38, exodus-1]",,Homo sapiens,human,Microfold cells,,Microfold cells,"",positive,GI tract,"","",PanglaoDB curation,high,false,,Product: C-C motif chemokine ligand 20 | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.005,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
9337,6172,CTSD,"[CLN10, CPSD]",,Homo sapiens,human,Microfold cells,,Microfold cells,"",positive,GI tract,"","",PanglaoDB curation,high,false,,Product: cathepsin D | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.349,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
9341,2529,CTSH,"[ACC-4, ACC-5, ACC4, ACC5, CPSB]",,Homo sapiens,human,Microfold cells,,Microfold cells,"",positive,GI tract,"","",PanglaoDB curation,high,false,,Product: cathepsin H | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.147,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
9335,2275,CXCL16,"[CXCLG16, SR-PSOX, SRPSOX]",,Homo sapiens,human,Microfold cells,,Microfold cells,"",positive,GI tract,"","",PanglaoDB curation,high,false,,Product: C-X-C motif chemokine ligand 16 | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.048,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
9356,6178,CYBA,[p22-PHOX],,Homo sapiens,human,Microfold cells,,Microfold cells,"",positive,GI tract,"","",PanglaoDB curation,high,false,,Product: cytochrome b-245 alpha chain | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.358,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
9324,2225,EHF,"[ESE3, ESEJ]",,Homo sapiens,human,Microfold cells,,Microfold cells,"",positive,GI tract,"","",PanglaoDB curation,high,false,,Product: ETS homologous factor | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.024,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
9350,99,FABP5,"[E-FABP, KFABP, PA-FABP]",,Homo sapiens,human,Microfold cells,,Microfold cells,"",positive,GI tract,"","",PanglaoDB curation,high,false,,Product: fatty acid binding protein 5 | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.354,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
9370,4119,FOSL2,"[FLJ23306, FRA2]",,Homo sapiens,human,Microfold cells,,Microfold cells,"",positive,GI tract,"","",PanglaoDB curation,high,false,,"Product: FOS like 2, AP-1 transcription factor subunit | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.045",1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
9379,5775,FOXP4,[FLJ40908],,Homo sapiens,human,Microfold cells,,Microfold cells,"",positive,GI tract,"","",PanglaoDB curation,high,false,,Product: forkhead box P4 | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.01,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
9352,3978,GJB2,"[CX26, DFNB1, NSRD1]",,Homo sapiens,human,Microfold cells,,Microfold cells,"",positive,GI tract,"","",PanglaoDB curation,high,false,,Product: gap junction protein beta 2 | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.009,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
9317,518,GP2,[ZAP75],,Homo sapiens,human,Microfold cells,,Microfold cells,"",positive,GI tract,"","",PanglaoDB curation,high,false,,Product: glycoprotein 2 | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.001,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
9374,6186,IRF2,,,Homo sapiens,human,Microfold cells,,Microfold cells,"",positive,GI tract,"","",PanglaoDB curation,high,false,,Product: interferon regulatory factor 2 | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.03,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
9372,1227,IRF6,"[LPS, OFC6, VWS]",,Homo sapiens,human,Microfold cells,,Microfold cells,"",positive,GI tract,"","",PanglaoDB curation,high,false,,Product: interferon regulatory factor 6 | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.015,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
9344,6174,MARCKSL1,"[F52, MacMARCKS]",,Homo sapiens,human,Microfold cells,,Microfold cells,"",positive,GI tract,"","",PanglaoDB curation,high,false,,Product: MARCKS like 1 | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.505,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
9354,5924,MFGE8,"[BA46, EDIL1, HsT19888, MFG-E8, OAcGD3S, SED1, SPAG10, hP47]",,Homo sapiens,human,Microfold cells,,Microfold cells,"",positive,GI tract,"","",PanglaoDB curation,high,false,,Product: milk fat globule-EGF factor 8 protein | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.15,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
9330,6167,MIER3,"[DKFZp686L09111, DKFZp781I1119, FLJ35954]",,Homo sapiens,human,Microfold cells,,Microfold cells,"",positive,GI tract,"","",PanglaoDB curation,high,false,,Product: MIER family member 3 | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.004,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
9362,6182,MTF1,,,Homo sapiens,human,Microfold cells,,Microfold cells,"",positive,GI tract,"","",PanglaoDB curation,high,false,,Product: metal regulatory transcription factor 1 | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.009,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
9377,6189,NFIB,"[NFI-RED, NFIB2, NFIB3]",,Homo sapiens,human,Microfold cells,,Microfold cells,"",positive,GI tract,"","",PanglaoDB curation,high,false,,Product: nuclear factor I B | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.29,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
9332,6169,NFIC,"[CTF, CTF5, NF-I, NFI]",,Homo sapiens,human,Microfold cells,,Microfold cells,"",positive,GI tract,"","",PanglaoDB curation,high,false,,Product: nuclear factor I C | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.079,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
9368,1899,ONECUT2,[OC-2],,Homo sapiens,human,Microfold cells,,Microfold cells,"",positive,GI tract,"","",PanglaoDB curation,high,false,,Product: one cut homeobox 2 | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.012,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
9321,3498,PGLYRP1,"[PGLYRP, PGRP, PGRP-S, PGRPS, TAG7, TNFSF3L]",,Homo sapiens,human,Microfold cells,,Microfold cells,"",positive,GI tract,"","",PanglaoDB curation,high,false,,Product: peptidoglycan recognition protein 1 | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.062,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
9346,6176,RAC2,[EN-7],,Homo sapiens,human,Microfold cells,,Microfold cells,"",positive,GI tract,"","",PanglaoDB curation,high,false,,Product: Rac family small GTPase 2 | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.172,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
9364,2264,RELB,[REL-B],,Homo sapiens,human,Microfold cells,,Microfold cells,"",positive,GI tract,"","",PanglaoDB curation,high,false,,"Product: RELB proto-oncogene, NF-kB subunit | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.015",1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
9328,6165,SOX8,,,Homo sapiens,human,Microfold cells,,Microfold cells,"",positive,GI tract,"","",PanglaoDB curation,high,false,,Product: SRY-box 8 | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.028,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
9319,991,SPIB,[SPI-B],,Homo sapiens,human,Microfold cells,,Microfold cells,"",positive,GI tract,"","",PanglaoDB curation,high,false,,Product: Spi-B transcription factor | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.01,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
9358,6180,TMPRSS2,[PRSS10],,Homo sapiens,human,Microfold cells,,Microfold cells,"",positive,GI tract,"","",PanglaoDB curation,high,false,,Product: transmembrane serine protease 2 | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.017,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
9348,676,TNFAIP2,"[B94, EXOC3L3]",,Homo sapiens,human,Microfold cells,,Microfold cells,"",positive,GI tract,"","",PanglaoDB curation,high,false,,Product: TNF alpha induced protein 2 | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.027,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
9366,6184,TULP4,"[KIAA1397, TUSP]",,Homo sapiens,human,Microfold cells,,Microfold cells,"",positive,GI tract,"","",PanglaoDB curation,high,false,,Product: tubby like protein 4 | Gene type: protein-coding gene | Germ layer: Endoderm | Ubiquitousness index: 0.104,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
9430,283,ADRB2,"[ADRB2R, ADRBR, B2AR]",,Homo sapiens,human,Microglia,,Microglia,"",positive,Brain,"","",PanglaoDB curation,high,false,,Product: adrenoceptor beta 2 | Gene type: protein-coding gene | Germ layer: Ectoderm | Ubiquitousness index: 0.016,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
9470,6223,AEBP1,[ACLP],,Homo sapiens,human,Microglia,,Microglia,"",positive,Brain,"","",PanglaoDB curation,moderate,false,,Product: AE binding protein 1 | Gene type: protein-coding gene | Germ layer: Ectoderm | Ubiquitousness index: 0.044,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
9521,2330,AIF1,"[AIF-1, 'Em:AF129756.17', IBA1, IRT-1]",,Homo sapiens,human,Microglia,,Microglia,"",positive,Brain,"","",PanglaoDB curation,high,false,,Product: allograft inflammatory factor 1 | Gene type: protein-coding gene | Germ layer: Ectoderm | Ubiquitousness index: 0.085,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
9468,6045,ALDH1A2,[RALDH2],,Homo sapiens,human,Microglia,,Microglia,"",positive,Brain,"","",PanglaoDB curation,high,false,,Product: aldehyde dehydrogenase 1 family member A2 | Gene type: protein-coding gene | Germ layer: Ectoderm | Ubiquitousness index: 0.011,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
9480,6227,APBB1IP,"[INAG1, RIAM]",,Homo sapiens,human,Microglia,,Microglia,"",positive,Brain,"","",PanglaoDB curation,high,false,,Product: amyloid beta precursor protein binding family B member 1 interacting protein | Gene type: protein-coding gene | Germ layer: Ectoderm | Ubiquitousness index: 0.052,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
9492,6233,BIN2,[BRAP-1],,Homo sapiens,human,Microglia,,Microglia,"",positive,Brain,"","",PanglaoDB curation,moderate,false,,Product: bridging integrator 2 | Gene type: protein-coding gene | Germ layer: Ectoderm | Ubiquitousness index: 0.06,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
9529,76,C1QB,,,Homo sapiens,human,Microglia,,Microglia,"",positive,Brain,"","",PanglaoDB curation,high,false,,Product: complement C1q B chain | Gene type: protein-coding gene | Germ layer: Ectoderm | Ubiquitousness index: 0.071,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
9385,3488,C5AR1,"[C5A, C5AR, C5R1, CD88]",,Homo sapiens,human,Microglia,,Microglia,"",positive,Brain,"","",PanglaoDB curation,high,false,,Product: complement C5a receptor 1 | Gene type: protein-coding gene | Germ layer: Ectoderm | Ubiquitousness index: 0.027,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
9499,658,CCL3,"[G0S19-1, LD78ALPHA, MIP-1-alpha, SCYA3]",,Homo sapiens,human,Microglia,,Microglia,"",positive,Brain,"","",PanglaoDB curation,high,false,,Product: C-C motif chemokine ligand 3 | Gene type: protein-coding gene | Germ layer: Ectoderm | Ubiquitousness index: 0.036,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
9497,1317,CCL4,"[AT744.1, Act-2, MIP-1-beta, SCYA4]",,Homo sapiens,human,Microglia,,Microglia,"",positive,Brain,"","",PanglaoDB curation,high,false,,Product: C-C motif chemokine ligand 4 | Gene type: protein-coding gene | Germ layer: Ectoderm | Ubiquitousness index: 0.049,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
9474,5464,CCR5,"[CC-CKR-5, CD195, CKR-5, CKR5, CMKBR5, IDDM22]",,Homo sapiens,human,Microglia,,Microglia,"",positive,Brain,"","",PanglaoDB curation,high,false,,Product: C-C motif chemokine receptor 5 (gene/pseudogene) | Gene type: protein-coding gene | Germ layer: Ectoderm | Ubiquitousness index: 0.015,1,PanglaoDB marker database (27 Mar 2020),10.1093/database/baz046,https://panglaodb.se/markers.html,"[{'title': 'PanglaoDB marker database (27 Mar 2020)', 'url': 'https://panglaodb.se/markers.html'}]",2026-08-14 20:27:48.145612
