gene	Endothelial.cells	Alveolar.Luminal	Basal.Myoepithelial	Pericytes	Fibroblasts	Prolif.Fibroblasts	Luminal.progenitor	Luminal.mature
Gm13610	0	0.0001155490191017925	0.0055909508063185735	0.006527559753889005	0.0012666277387028144	0	0.00042594794713214857	0
Pomt1	0.06265425191604389	0.01036803481252552	0.03241417558007176	0.09469221265987855	0.10598896853039859	0.19245754748180652	0.06688461362352992	0.0986692755754991
Uck1	0.07895009284505682	0.020071712932608666	0.139151776815008	0.10738711554791776	0.12833275998887028	0.12961511988313668	0.11316175421656192	0.16874208580300593
Swi5	0.7368469095192882	0.4095210669778616	1.0078169585874854	0.8847786998274307	1.2594978026783512	1.518316106067527	0.9107568767940407	1.4181760642300063
Golga2	0.2446850503938284	0.06015309209409103	0.24183485608436944	0.3554116272739496	0.336027339884269	0.30450754690566273	0.24576302424525837	0.39268523502333247
Dnm1	0.004703608831546028	0.0008794669055582007	0	0.003604557453660442	0.6386765729460172	0.3367461134570894	0.0055501462586613586	0.019664149184408834
Ciz1	0.24541246336929678	0.032702885289534106	0.20579558502769338	0.25584818175205715	0.16065530121143864	0.18121912168064241	0.1893550422239414	0.2162496460368488
1110008P14Rik	0.2403926678026972	0.4880505203968416	0.2518116714596246	0.1727665893177755	0.16594519147125678	0.11039085900866777	1.0581070954196585	0.6153095645724631
Lcn2	0.3615728750868771	1.129442983211235	1.3130525616241366	0.2388047561813031	0.02502596782431095	1.0117828757221445	4.386794504484585	2.1028557483162515
Ptges2	0.07103622204235271	0.020120758799238827	0.10288308481377222	0.07828306225367203	0.07524137603240477	0.07099094232507762	0.15703609059521279	0.10328072024959667
Slc25a25	0.3960769381854996	0.010681059725933712	0.17939002464927448	0.5610939361936583	0.2295651018007594	0.2016895864360363	0.14055615754097062	0.2657849472463643
Naif1	0.017448915472735704	0.0015623700772203594	0.01418486438273931	0.02759928339660946	0.016870186761852483	0.014728104425812119	0.0377946900753556	0.01388908909159357
Gm13412	0	0	0	0	0	0	0	0
Fam102a	0.07724935176331157	0.01886667093672148	0.15100155882980468	0.07890495000483821	0.18323073865441686	0.07959976905301687	0.29838351290538373	0.621622073600085
Dpm2	0.19980937111537894	0.07298258219484657	0.24344277160261857	0.20348699118880026	0.23915530755509495	0.20494685914364486	0.27002181342974185	0.2775727770360033
9430097D07Rik	0	0	0	0	0	0	0	0
Pip5kl1	0.00040993247710687306	0.00011479410140820631	0.0013928831878556307	0	0.0019048338467122139	0.0058594898471941975	0	0
St6galnac4	0.21395628439806844	0.04390315831244284	0.023414783265971146	0.11351490229995631	0.10369103496204628	0.06120007625697856	0.09484736259287481	0.005602154337913894
St6galnac6	0.13400693936978564	0.017217581021585403	0.07862156334954759	0.15827777142967944	0.22853188413996398	0.20412753709936335	0.22769892560136354	0.017189611946381158
Ak1	0.06911112935896917	0.00012028158489440574	0.09498881916455831	0.021060635244656203	0.32760856597341553	0.1572794599311089	0.038641497096429514	0.1246804508788202
Eng	1.8403504076138464	0.005144397078938407	0.14519132362121936	1.3217851821799709	0.2333492857530328	0.6156028747055293	0.009518689338648417	0.042499622080368345
Fpgs	0.10479832736687889	0.04242927950847632	0.07829127240582066	0.07062980557813235	0.12150715945352225	0.07567531836109638	0.10975954331389141	0.14582263566350534
Cdk9	0.6145375913247308	0.07243261096114734	0.3863688576874704	0.5368421194845607	0.3257063525389053	0.3521318286971872	0.47180253024495306	0.6612958532971863
Sh2d3c	0.5068902027088843	0.009550843497720847	0.07800215830733412	0.3709109205526313	0.007585925747988798	0.01958097447023958	0.027196350636356965	0.10158820142388783
6330409D20Rik	0.018893042054514968	0	0	0.0034994334102650534	0.0002838458173924088	0	0	0
Ttc16	0.010127655935405782	0.0018055401415532628	0	0.0029046113898942827	0.014104446859199546	0.02405309614689741	0.0029172437967401816	0.052169431222735325
Tor2a	0.17929032448500432	0.06861325731741387	0.10795843007868255	0.23720548683156711	0.20353705784255025	0.19086056311366364	0.3223357540996636	0.339718514695122
Ptrh1	0.005993404744573593	0.0041820721541876524	0.026607152509344027	0.006033396563959296	0.05145119087984167	0.017518110319205894	0.02383921532957576	0.0651449713007025
Cfap157	0.003525392058718362	0.002065403167873057	0	0.0076253560471902905	0.014420479333272574	0	0.0011168842956145487	0.04124247461382798
Stxbp1	0.14633556624492977	0.00266545077800949	0.12044964306808459	0.40520377285234654	0.4700434817632227	0.3996339250502701	0.05080959182624617	0.09323561073310223
Gm13524	0.0036106856150292664	0.00034305801995717473	0.008065046280233329	0.0037691102477352217	0.0006944573303883193	0	0.0004814657428245885	0
Gm13523	0.0005347141347863487	0.00013179226200547373	0	0	0.0022042545653947598	0	0.002166061312836717	0
Fam129b	0.21576563492071893	0.08784614544532493	0.4387283655194366	0.2476074935630572	0.366892673034912	0.23763221141670016	0.5265061373948304	0.5058928664815545
Lrsam1	0.04337219847671489	0.001948762081992899	0.06905488891387816	0.03687698967874759	0.07237473877857395	0.05926051803168806	0.057467440646586716	0.07248794891867662
Rpl12	1.352626121237386	0.8585527437332098	1.788934005171189	1.6182590879411112	2.208101325046437	1.9254686741459293	1.6882369993785193	2.4297635655799596
Slc2a8	0.08584047896067969	0.011947216411250008	0.08505126806724242	0.10003384803570806	0.06799345962683627	0.0633589643114484	0.08370184130634366	0.07503295434286295
Garnl3	0.06571142011089524	0.007468616692315726	0.19786529552058468	0.24035987583356094	0.1805775760048848	0.1948633033263093	0.5800750261870328	0.13567858302217006
Ralgps1	0.057594375609776115	0.03038549193056709	0.01111011828847949	0.4403577674705469	0.09660291897763316	0.04813368412318171	0.173338035410568	0.24417700649620702
Gm13528	0	0	0.0026334195652430704	0	0.00044615978349874137	0.013039305105936762	0	0
Angptl2	0.009767280320291078	0.0142539411718914	0.5566978700895446	1.1631810211876592	1.1565932514144488	0.6320269256604415	0.009831008771275108	0.027852571985832637
Zbtb34	0.10353784409630903	0.011441124852704473	0.0627358113275999	0.09766759930327205	0.06524518897529727	0.07248495064222776	0.07553911169500668	0.06656129514718685
Gm13536	0	0.0010313300388221443	0	0	0	0	0	0
Zbtb43	0.08444342048585135	0.009490045513360579	0.11043732793793959	0.16761378061083293	0.13923272504144796	0.0939290441882852	0.18426526984446992	0.29378328481273736
Gm13530	0	0	0	0	0	0	0	0
Lmx1b	0	0.01024785706932657	0.6048472640998929	0.03040348693729038	0.02519338385929538	0.0041296551944955346	0.08134428534739654	0.5771850694265849
C130021I20Rik	0	0.0017759564045896868	0.17084005575225866	0.012992710013622835	0.0032016192926942566	0.011961829034623003	0.015444022129346523	0.17927667639555517
9430024E24Rik	0	0	0	0.02572531436209066	0.0010150006381838155	0	0	0
Mvb12b	0.2600154930962742	0.006031789554532962	0.24344604337423584	0.1951714074790057	0.11243874067505116	0.08503916935616428	0.0039569313434346335	0.2067125377305788
Nron	0	0	0	0	0	0	0	0
Gm13403	0	0	0	0	0	0	0	0
Gm13404	0	0	0	0.0032816452705210614	0	0	0	0
C230014O12Rik	0.0033981824546441917	0	0	0	0	0	0	0
Gm38389	0	0	0	0	0	0	0	0
Pbx3	0.5590944345354287	0.024258193865349567	0.3831300130701908	0.5485485391826896	0.3005551285037926	0.6828769693019637	0.08549476845828663	0.027435502240941486
C79798	0.009353745235376945	0.0002194604082140612	0.018744388002645745	0.012111956766400915	0.007771800880138105	0	0.0012440825868521325	0
Mapkap1	0.6828552412693831	0.10530774396653751	0.772625598416903	0.7866744449700693	0.5700101405243573	0.6024458730813034	0.5574042676922975	0.6439377815761151
Gapvd1	0.6611825030468884	0.09132983796056077	0.6080280687092189	0.6659900619749126	0.5147733877635268	0.517446645222634	0.5673875628213848	0.7932543224886107
Hspa5	1.7410416683484207	0.7566410269914001	1.5257126568786907	1.8644603610710617	2.344937388615081	2.4982824032250486	2.5185756675769344	2.1761916360491584
Rabepk	0.1348518147832622	0.03186662246699546	0.13217836392111368	0.18449216062672638	0.1330996604071405	0.21638002268255296	0.09364012209393993	0.13385682504317245
Fbxw2	0.6983487236526765	0.051279972984058494	0.54099081095372	0.7006469068187678	0.3509849316043897	0.43641193801904504	0.4081433005650217	0.47002877254452463
Gm34653	0	0.0002523952792163912	0	0.0037943986311803654	0.0008016651930298826	0	0.002437427711631552	0
Psmd5	0.2476539668920397	0.06555178860736942	0.2768903630766951	0.29235077944931687	0.1809912740898955	0.31425198314803987	0.3277937287600232	0.30861470091164617
Cutal	0.016578590618027595	0.03079415626126005	0.03673980278451239	0.005748771606097738	0.00035424709999673965	0.013480634593012778	0.08106736564923539	0.1260536604618861
Phf19	0.01537022967837656	0.007680061134030602	0.012103997598478786	0.011750609205500554	0.0006883303911342342	0.23468889018354513	0.001779907539018572	0
Gm13448	0	0	0	0	0	0.014105213479374682	0	0
Traf1	0.05451495018776657	0.050759873106234574	0.05721151193723181	0.020629727087299897	0.006949506432926326	0	0.07254977976451217	0.018740414755360906
Hc	0	0.0006081698287318	0.004165002458891398	0	0.6855579867865356	0.014418823329033149	0.014443197947963102	0.009955910000013859
Gm13449	0.0004698767466322365	0	0	0	0.007205625383692659	0	0	0
AI182371	0.012296608285888837	0.00023713780880296474	0.0036803907009024454	0	0.00495842026649344	0.05478424563816823	0.005785633271937342	0.010237489826233756
Cntrl	0.4945253067396181	0.05225964197525259	0.29096379601132927	0.4426618546012794	0.29228527785431363	0.6915852481165639	0.16942397561824502	0.5148348696519672
Rab14	1.0919477613168413	0.3185023692786605	1.2330960211118793	1.2484917858790718	0.9582477346442024	0.9842048990516423	0.9334774727128262	1.325248800923374
Gm13605	0	0	0	0	0	0	0	0
Gsn	0.11998244555189166	0.028693113610422517	1.8551952692289448	2.088665483423422	4.173907406753265	3.5577605333945903	0.3339259777070615	1.8522112103608843
Stom	0.6850346312544223	0.006135044121149795	0.034244691177192456	0.5623979721148022	0.08816215012581842	0.3171626956351984	0.08422360122554726	0.067144741371369
4930568D16Rik	0	0	0	0.00563097291909134	0	0	0	0
4930402F06Rik	0.010820977467131924	0	0	0.013491209191975663	0	0	0.0007716642759786846	0
Ggta1	1.1585046162684873	0.010520306259885334	0.14117489965081492	0.8073042337595218	0.02905519161397451	0.4082469282047815	0.1466213086394363	0.24780462886766674
Gm35202	0	0	0	0	0	0	0	0
Gm13446	0	0.00011540479803639331	0.23558840301793396	0.011383477716281395	0	0	0	0
Dab2ip	1.122691328240613	0.06992982483890553	0.8435601947634378	1.0819179825455856	0.2484625017744388	0.3269408031041259	0.35733246422835363	0.6273983970890176
Ttll11	0.018097272185642683	0.0012742256846558725	0.015345366124073348	0.03684045605534527	0.04508506275082941	0.05346147718276294	0.035316908503369236	0.004472437925452324
9030204H09Rik	0	0	0	0	0	0	0	0
Ndufa8	1.1818974679063121	0.3434761941312571	0.8897769641943728	0.9494375082051211	0.6474355748405489	0.8514409345768351	0.878722639525796	1.0367831120958633
Morn5	0.005033326768468617	0	0	0.0039431979825848874	0.0033099299298373517	0.029684929606159444	0.0002511576164650408	0.07674467571225412
Lhx6	0.20586858060900184	0.00042736706314840713	0	0.1206056132883657	0	0	0	0
Rbm18	0.42353632545236003	0.03487248885256481	0.28095968148630357	0.42814129190478134	0.256844243815595	0.16925444609238818	0.3147540716162417	0.28026072383868733
Mrrf	0.4071525860109538	0.04780829846836729	0.17110123162702176	0.30534200706408626	0.16021131624696286	0.12085240492397596	0.2230662750064065	0.17149674137870222
Gm13429	0.00423433906358153	0	0	0.002109989916582959	0.0010431767853912011	0.005096664997675066	0	0
Gm13431	0.002088180104371837	0.002001225615494149	0	0.0013191107581844222	0.0037828186363337477	0.002834154019564026	0.009764055500770377	0
Ptgs1	0.250741781186491	0.08793544864787863	0.022940906727312773	0.1867837533405593	0.16468905088719551	0.3020660076482837	0.06987507582426072	0.005833956776366128
Olfr338	0	0	0	0	0	0	0	0
Olfr339	0	0	0	0	0	0	0	0
Olfr340	0	0	0	0	0	0	0	0
Olfr341	0	0	0	0	0	0	0	0
Olfr342	0	0	0	0	0	0	0	0
Olfr344	0	0	0	0	0	0	0	0
Olfr345	0	0	0	0	0	0	0	0
Olfr346	0	0	0	0	0	0	0	0
Olfr347	0	0	0	0	0	0	0	0
Olfr348	0	0	0	0	0	0	0	0
Olfr50	0	0	0	0	0	0	0	0
Olfr3	0	0	0	0	0	0	0	0
Olfr350	0	0	0	0	0	0	0	0
Olfr351	0	0	0	0	0	0	0	0
Olfr352	0	0	0	0	0	0	0	0
Olfr353	0	0	0	0	0	0	0	0
Olfr354	0	0	0	0	0	0	0	0
Olfr355	0	0	0	0	0	0	0	0
Olfr356	0	0	0	0	0	0	0	0
Olfr357	0	0	0	0	0	0	0	0
Olfr358	0	0	0	0	0	0	0	0
Olfr360	0	0	0	0	0	0	0	0
Olfr361	0	0	0	0	0	0	0	0
Olfr362	0	0	0	0	0	0	0	0
Olfr364-ps1	0	0	0	0	0	0	0	0
Olfr365	0	0	0	0	0	0	0	0
Olfr366	0	0	0	0	0	0	0	0
Olfr368	0	0	0	0	0	0	0	0
Pdcl	0.2679156285713576	0.055494620535220335	0.2506316484693913	0.23380752090814444	0.17661866740488566	0.22242339056967053	0.24641928452129508	0.21683628512610015
Rc3h2	0.5275565851195814	0.02565316724251794	0.4922683587715647	0.5482956821819589	0.44609748309889796	0.45493825961492174	0.345672294058534	0.49542669617058466
Zbtb6	0.11038104527837707	0.014694595611835936	0.1397757451011758	0.15245444836514294	0.08143062379825883	0.13662757459833488	0.0721431457582443	0.1868461207336645
Zbtb26	0.03988037143497347	0.0015765624184435124	0.07815011697454394	0.018954976178512477	0.017151784626100616	0.018579647612904687	0.022207331726484293	0.05527044676619305
Rabgap1	0.6922353145838624	0.07188754928682357	0.672170160163474	0.8018120763307417	0.5457728738499197	0.36725103906885576	0.6492563260978035	0.8607472454528324
Strbp	0.4097567760196154	0.1290513992350663	0.40229509344055575	0.2839643258109396	0.1735281612768303	0.26696859987854155	0.6043258146645237	0.9714249362638103
Gpr21	0.020994574083741877	0.0005655002017657131	0.005998769950154304	0.04921824116248757	0.007105345880934496	0	0.0032395902153831754	0
Crb2	0	0	0	0	0.00030556337950673313	0	0	0
Dennd1a	0.8973860376330814	0.10393206417269271	0.9675998373945268	1.155816196691881	1.3642092398068055	0.8504491860360385	0.6507324947257762	0.6151170708274334
Gm13556	0	0	0	0	0	0	0	0
Lhx2	0	0	0	0	0	0.007184282862458588	0	0
Gm27197	0	0	0	0	0	0	0	0
Gm13584	0	0	0	0	0	0	0	0
Gm13589	0	0	0	0	0	0	0	0
Nek6	0.2330767136454081	0.022808875491397842	0.09703663715267821	0.1320339112742137	0.37732281669353096	0.07685819469551772	0.1720594639375462	0.40733601104383843
Psmb7	0.4467882746070179	0.15340774633858123	0.5733826003005561	0.5836365983476631	0.4912903739040121	0.7061998247774571	0.85991722292007	0.811829407120519
Gm13587	0	0	0	0	0	0	0	0
Nr5a1	0	0.0001267399383208146	0	0.0016549564374026568	0	0	0	0
Nr5a1os	0	0	0	0	0	0	0	0
Nr6a1	0.3419774189826452	0.06792645730878653	0.48056913687981306	0.3895212453044206	0.5101804859162102	0.3140694697661779	0.7413795441971363	0.8922397872545494
Nr6a1os	0.0006959681424284552	0.009397030839453625	0.023177190501379376	0.01232584411756314	0.01804355726216257	0	0.035411309170128066	0.03578268834885312
Olfml2a	0.04736100599507618	0.0004216923431393852	0.09958697482288038	0.15685652219358728	0.09904824692923664	0.01594605912852131	0.0008782265474509655	0.22717682292445338
Gm13496	0	0	0.0021337150478296717	0.00940352381208011	0.0020767954216462446	0	0.0005839835839998497	0
Wdr38	0.003738052912877871	0.0014065455734173014	0.0052231878692220925	0.0030350804112740395	0.004498562463601518	0.021380894352901348	0.0013894710105955331	0
Rpl35	1.115374277913449	0.8630103915021735	1.0672090265242427	1.016408504794768	1.2666117006823028	1.2429675185846376	0.9682077717910998	1.520523721193615
Arpc5l	0.41315624113780136	0.19191817985700307	0.4472256619213868	0.45587913425674165	0.34818129764037337	0.5488256688644251	0.5581277866431702	0.7827607154517138
Golga1	0.357233275973854	0.05666346265236757	0.38198087048994206	0.28899434161884324	0.2063891434879379	0.20268979016412952	0.43537598060503013	0.4315712546902241
Scai	0.5120846547053521	0.007305686374416639	0.3304034321513423	0.3275224807687467	0.30187143085641815	0.21327228029922335	0.1810554580501097	0.39038188648776345
Ppp6c	0.44219705694842903	0.07334804473031876	0.3777894871705668	0.5287551651880427	0.38070903537930034	0.40962683495607527	0.3398006700041364	0.5411696714195083
Lrp1b	0.004732670457181481	0.0004063305475338316	0.632222205574942	0.004676531181668321	0.007379446447142722	0.00650913078760509	0.00765827564279202	0.01407357818418832
Kynu	0.014123799898134885	0.008047669500346086	0.017739879108738924	0.0017459524909974212	0.0017054760047962969	0	0.03844213785215298	0
Arhgap15	0.08095713957566335	0.024321616470862256	0.08463073766829755	0.3537900813070201	0.0943876125478446	0.10322771044256482	0.14857256426276078	0.07982475970623731
Arhgap15os	0	0	0	0	0.0009862687203626899	0	0	0
Gtdc1	0.6905007110843668	0.03938639505841279	0.42089182236248135	0.5195864808815841	0.4130794905810801	0.3559995390491378	0.3296711331446588	0.25839195384556785
Zeb2	0.16710330221068048	0.03594358781311552	0.12259291925225214	2.239866812773382	2.027274470589486	1.7640727175222273	0.39849630434755035	0.010436494817296995
Zeb2os	0.0032741374781071453	0.0036525209095886477	0.005899046238871521	0.05769704852031548	0.05491307382703848	0.049106999837585166	0.014077536541245467	0
Gm28643	0	0	0	0	0.004478796526874298	0	0	0
Gm13479	0	0.0005293030488790735	0.003297710962759563	0.002884228235371944	0.00035861604255209365	0	0	0
1700019E08Rik	0	0	0	0	0	0	0	0
Gm13465	0	0	0	0	0.0024599021083417942	0	0	0
Gm13467	0	0	0	0	0	0	0	0
Gm13470	0	0	0	0.09138052616576611	0.009452446288806057	0	0	0
Gm13481	0.012495729444870905	0.00011435846304222519	0.003462232678043482	0.00756344434984661	0.02019198733357974	0.010150756828639581	0.011406164134342095	0
Acvr2a	0.8929542873217454	0.06224384783298482	0.5004949791843388	0.6115813078922666	0.57082234040972	0.37232193739178626	0.4663464417806078	0.36617756112448496
Orc4	0.3612758991217382	0.07219062699511197	0.49472671003970503	0.4284397250338453	0.26870047710673717	0.3805489944942817	0.3239338822422664	0.4979766195503343
Mbd5	0.8477154675323164	0.04983502397396123	0.7653515043135138	0.9048317269467361	0.8881993300924835	0.7177234275126193	0.9260324792185023	1.1056685317688175
Epc2	0.6303977237825357	0.03463411440493772	0.6018091690516787	0.7212569506502136	0.585011201592842	0.5045294597565818	0.6085738718218515	0.5613090497130121
Kif5c	0.09091660298797491	0.00009989684560142424	0.3089133938573335	0.11578776016256982	0.02095595913771674	0.08164047532320873	0.02615744644924795	0.17524837338503102
Lypd6b	0	0	0.0059864351761923455	0	0.002797396961579098	0.015115575515939264	0.0014334009334700003	0.010024082298361313
Gm13480	0	0	0	0	0	0	0	0
Lypd6	0	0	0.013982139109830653	0	0.0059121933293727474	0	0	0
Mmadhc	0.2844170291197656	0.1013221472105558	0.4188105408076003	0.30801125804343277	0.351048018073244	0.5406171995210574	0.4459528055637111	0.47212242572041113
Gm13483	0.05766796230655684	0.0035389086510390307	0.18355433826604506	0.07007573856233482	0.048168820291313724	0.058938172969008246	0.10813866545615959	0.08573805903900218
Gm48908	0	0	0	0	0.0006601970440485482	0	0.0018788484793464371	0
Gm13485	0	0	0.002537024777774542	0	0	0	0	0
Rnd3	0.06327349356103468	0.04452742855389723	1.1556598885112905	0.7377359610417347	1.213028749371088	0.8172267287093659	0.9346647298677743	0.6339720915051417
Gm28639	0	0	0	0	0	0	0	0
Gm13497	0	0	0	0	0	0	0	0
Gm13499	0	0	0	0	0	0	0.0005110369761068029	0
1700057H21Rik	0	0	0	0	0.00030165297521122635	0	0	0
Tas2r134	0	0	0	0	0	0	0	0
Gm13490	0	0	0	0	0	0	0	0
Rbm43	0.1340111918912115	0.015959760082433234	0.14321482392930013	0.2708392219330492	0.23083164263629016	0.3195737595480336	0.07877742726790198	0.34226785120403647
Nmi	0.7445991312056396	0.08808486486469203	0.2530871389763737	0.5309138888850621	0.4131521482565029	0.6781577209005909	0.2936145617625406	0.395035073065481
Tnfaip6	0.02505439848343934	0.048426289227145765	0.021595095436618108	0.37955331495026995	3.219791508605218	3.049806931996979	0.17891041182482803	0.09662320173944666
Rif1	0.5044741104773114	0.08744992343782634	0.6224738725004536	0.7032085022425332	0.4587700380191962	0.5866535136575767	0.4658193113471659	0.7838469160076358
Neb	0.06658889404187988	0.0004779668309832701	0.007891644308994285	0.10996836128799825	0.05700933567930995	0.0177566457994008	0.005399030763370251	0.10757945756578666
Gm13522	0.011738502461502964	0	0	0	0.00851760151363412	0.04994671616386815	0	0.005576344795544744
Arl5a	0.39723263387396174	0.04187736449938938	0.34971100035069264	0.5401427775848457	0.5156972381858124	0.4737396214104844	0.2943432282841293	0.5408938435237304
A430018G15Rik	0.00640534054591636	0.004092454609713073	0.05414439909058635	0.0477172152226604	0.035938399275817684	0.05008591524523935	0.011736571957977652	0.05181571977667938
Cacnb4	0.008550476485051505	0.003812612425367609	1.7872429407742847	0.10914697070274848	0.14804381200353423	0.06659357718438738	0.022653927611031466	0.16190605090089363
Stam2	0.4140861532673553	0.0645265483125536	0.40919873202688967	0.45463138297352235	0.4703128188029367	0.44111276624064366	0.4444390076728443	0.6778483448881331
Fmnl2	0.5272499591666445	0.03608900801907099	0.4985117977989291	0.4863797889384289	1.2644128004166104	0.8629022882974011	0.3445703250830768	0.9340561645664337
Prpf40a	0.9113981917833412	0.17192352020013704	0.7642539438878184	0.9156848187768566	0.8034618203828322	1.1093803891744023	0.8533577910296616	1.2426958954246083
Arl6ip6	0.2751668123022286	0.02435947591422259	0.19500078695320094	0.4049541545014376	0.17249086865375907	0.27713344411668694	0.14966135216158838	0.19288906849434376
Rprm	0	0.00024290417385355946	0	0	0.005109081036540458	0.005129861934445449	0.00044217719252756196	0
Galnt13	0	0	0	0	0.16119778494231943	0.2814359984245154	0.017247889655019118	0.0050143841447482145
Gm14033	0	0	0	0	0	0	0	0
Kcnj3	0	0	0	0	0	0	0	0
Nr4a2	0.22082911743813605	0.053928100751058534	0.06843506365825384	0.63694662488084	0.2808977672991118	0.22084760336429085	0.24202486919785127	0.012572762735564584
BB557941	0	0.00009925168998044886	0.014713629176930367	0	0	0	0	0
4930555B11Rik	0	0	0	0.0007816836726910737	0.0008921205972140873	0	0	0
A930012O16Rik	0.015371563994083109	0.0013926215849532702	0.004611202769579214	0	0.00410066113011294	0	0.00827667255101602	0.015796708463580895
Gpd2	0.21585194086239515	0.011594056570961037	0.293436488190663	0.23334593884018778	0.1802839355864691	0.15728762951423322	0.23923252194656947	0.139886319990893
Gm33594	0	0	0	0	0	0	0	0
Galnt5	0	0	0	0	0.07726331705040002	0.04426783427156496	0.00024855053271241693	0
Ermn	0	0	0	0	0	0	0	0
Cytip	0.28402016280544373	0.854254210896529	0.25406800450006556	0.1201223619900263	0.03443354795624561	0.06831432777232413	1.0456133792132174	0.16308320879600977
Gm13546	0	0.01581266792537694	0	0	0	0	0.008448330843663593	0
Acvr1c	0.0031090881473212033	0.0041981516013757025	0	0.008355908238679464	0.0019967565748296046	0.010031378601960269	0.0035361137712159284	0
Gm13544	0	0	0	0	0	0	0	0
Acvr1	0.532806724273612	0.033462428283266565	0.49487831216321715	0.45730090532784096	0.4671891328998295	0.41105268629004993	0.388319494976864	0.7166115669122807
Upp2	0.41349716451899843	0.010793384613544335	0.2810264686480611	0.2521857747285525	0.14902604806992173	0.06124948339325674	0.16509071725159674	0.45210934916208134
Gm13558	0	0	0.003548804004624494	0	0	0	0	0
Ccdc148	0.09397701986416396	0	0.046753041333898425	0.03800443494021062	0.0006982370593426187	0.05174044094861263	0.01386987384603551	0.30651250083273307
Gm11099	0.002684157619231559	0.00008623986551097964	0	0	0	0	0	0.016419171059211996
Pkp4	1.993403933325055	0.028805702079233435	0.942562180273442	1.3200130474484193	0.11323383565896511	0.528042974894485	0.6328213299389447	1.7547327105465564
5330411J11Rik	0	0	0	0	0	0	0	0
Dapl1	0.005619232119653443	0.00022197069016569666	0.004465316367303995	0.0071161806061888384	0.0018333435830540131	0	0.012869157736317485	0.9577142006373716
Tanc1	1.7364378281295116	0.20347171297598818	1.6116099471267198	1.2566129261503016	0.5100623433401561	0.4692393164477206	1.0909320981819233	0.6058162346918342
Wdsub1	0.3189699590204694	0.01927761983605953	0.3329412866238253	0.26649483275810837	0.19262724488497027	0.07396311835890766	0.1652738622871341	0.14295419210372282
Baz2b	1.851450902677201	0.16174751019920205	1.5482588235987018	1.4550896719146986	1.2741468209757472	1.1242018574098112	1.295483836047086	1.3456181225169903
Gm13572	0	0.00029326815104572124	0.005405493456188117	0	0	0	0	0
Gm13620	0.01572543581032001	0.00028384350962681095	0.003592163684321779	0.009113045634455372	0.0005724429268531497	0	0.0016561847480419077	0.015809054085370894
March7	0.8244666026403409	0.09686044038942884	0.6272723116331238	0.7277982398698042	0.5764175997497802	0.6693975740651199	0.7736879869983855	0.8031824815140483
Cd302	0.2039323738483225	0.005214307838404924	0.12287588321683714	0.9461445449797433	1.6754089406043093	1.0270471879053003	0.07048426332154148	0.07800182625350989
Ly75	0.051263172467872674	0.000846762511299549	0.12074915447464449	0.03853612341517238	0.0007176586263231426	0.0028018904837257795	0.01409311429071249	0.1121125961083961
Gm13571	0	0	0	0	0	0	0	0
Gm13580	0	0	0	0	0	0	0	0
Pla2r1	0.005272416265582459	0.0007989044525889655	0.24363225000899053	1.2531684695930152	0.676149715714392	0.3915820388106184	0.0014861972628434016	0.03545636946953257
Gm13583	0	0	0	0	0	0.014107708388412113	0	0
Itgb6	0	0.012486417558641848	0.12899536991110747	0.00834268322671194	0.041525845114876454	0.14710457196103519	0.15654646275703069	0.22014188585035682
Rbms1	2.0931474234781122	0.05477998398614677	1.66989770297226	2.1372208927369023	1.8337549877466959	1.7903079747282937	0.7592862822281122	1.044477650920757
Gm13582	0	0	0.009622678595456747	0	0	0	0	0
Tank	0.3753305594786064	0.0797627642218291	0.40135457967231447	0.3299817129042584	0.36798870996154787	0.491614542102244	0.4961257812829729	0.32113795756709
Psmd14	0.5173032365946737	0.06705316901616591	0.46589469552771157	0.5688381489322059	0.658292243810134	1.0247812950054846	0.7009988889506256	0.9010383704565369
Tbr1	0.0008525037056744182	0	0	0	0.0013287597180683323	0.013898363973923591	0.0013476563940139292	0
Slc4a10	0	0	0	0	0.012607600939315948	0	0	0
Dpp4	0.029379631066817305	0.08053381258974761	0.02821544133507552	0.008605062063176617	1.46418532722194	1.494227026132398	0.16481650905548734	0.024832057658878366
Gm13561	0	0.008258730706625585	0	0	0.018082498850254248	0.025574602227294352	0.02946053599499475	0
Gm13565	0	0	0	0	0	0	0	0
Gm13564	0	0	0	0	0	0	0.0010265074871228218	0
Gcg	0	0	0	0	0.0045166795953301715	0.013977368409501593	0	0
Fap	0.15399386989731356	0.007959512486097933	0.004099800243141685	0.8743358424171688	1.4652067627109373	1.0003889738166414	0.04011239974073733	0.006785156722976745
Ifih1	0.7629670191989802	0.05334158612683038	0.2630592173088779	0.8164319431684605	0.9742969891829745	1.2943139569248936	0.4224739790762846	0.268202966351562
Gca	0.008805390531102868	0.02967647882528383	0.009422677081757537	0.0014836141607455864	0.06374246750011363	0.022884163370535646	0.33216761500610953	0.2855202200325228
Kcnh7	0.0043656574021155	0	0	0	0.005492195342457855	0	0.0006709953825107149	0.004362189729677024
Gm13569	0	0	0	0	0	0	0	0
Fign	0.17903815992790562	0.00016297822001666711	0.0519145456161396	0.04197685109174449	0.12517877614443126	0.1001343898552503	0.013386895892993463	0
Gm13575	0	0	0	0	0	0	0	0
Grb14	0.01279327994175463	0.0003087483370053672	0.6773060179608479	0.08759366359050513	0.014845686815540382	0.009805227171136193	0.004367088767715563	0.1256134281567025
